subtype,is_assembly,location,rack,max_v,tolerance,type,description,max_i,slot,value,name,link,count,max_p,mounting_method,part_number,part_id,seller,id,polarity,i_hold,dielectric_material,is_contacted
Resistor,,EL,10,0.0,1.0,passive,,0.0,,10.0,,,425,1.0,,,,Seller for Resistor,394,1,1.0,,0
Resistor,,EL,10,0.0,1.0,passive,,0.0,,12.0,,,5,1.0,,,,Seller for Resistor,395,1,1.0,,0
Resistor,,EL,10,0.0,1.0,passive,,0.0,,15.0,,,20,1.0,,,,Seller for Resistor,396,1,1.0,,0
Resistor,,EL,10,0.0,1.0,passive,,0.0,,18.0,,,35,1.0,,,,Seller for Resistor,397,1,1.0,,0
Resistor,,EL,10,0.0,1.0,passive,,0.0,,22.0,,,170,1.0,,,,Seller for Resistor,398,1,1.0,,0
Resistor,,EL,10,0.0,1.0,passive,,0.0,,27.0,,,5,1.0,,,,Seller for Resistor,399,1,1.0,,0
Resistor,,EL,10,0.0,1.0,passive,,0.0,,33.0,,,325,1.0,,,,Seller for Resistor,400,1,1.0,,0
Resistor,,EL,10,0.0,1.0,passive,,0.0,,39.0,,,340,1.0,,,,Seller for Resistor,401,1,1.0,,0
Resistor,,EL,10,0.0,1.0,passive,,0.0,,47.0,,,60,1.0,,,,Seller for Resistor,402,1,1.0,,0
Resistor,,EL,10,0.0,1.0,passive,,0.0,,56.0,,,320,1.0,,,,Seller for Resistor,403,1,1.0,,0
Resistor,,EL,10,0.0,1.0,passive,,0.0,,68.0,,,45,1.0,,,,Seller for Resistor,404,1,1.0,,0
Resistor,,EL,10,0.0,1.0,passive,,0.0,,82.0,,,20,1.0,,,,Seller for Resistor,405,1,1.0,,0
Resistor,,EL,10,0.0,1.0,passive,,0.0,,120.0,,,60,1.0,,,,Seller for Resistor,406,1,1.0,,0
Resistor,,EL,10,0.0,1.0,passive,,0.0,,270.0,,,30,1.0,,,,Seller for Resistor,407,1,1.0,,0
Resistor,,EL,10,0.0,1.0,passive,,0.0,,330.0,,,25,1.0,,,,Seller for Resistor,408,1,1.0,,0
Resistor,,EL,10,0.0,1.0,passive,,0.0,,390.0,,,5,1.0,,,,Seller for Resistor,409,1,1.0,,0
Resistor,,EL,10,0.0,1.0,passive,,0.0,,470.0,,,125,1.0,,,,Seller for Resistor,410,1,1.0,,0
Resistor,,EL,10,0.0,1.0,passive,,0.0,,560.0,,,95,1.0,,,,Seller for Resistor,411,1,1.0,,0
Resistor,,EL,10,0.0,1.0,passive,,0.0,,820.0,,,25,1.0,,,,Seller for Resistor,412,1,1.0,,0
Resistor,,EL,10,0.0,5.0,passive,,0.0,,560.0,,,45,1.0,,,,Seller for Resistor,413,1,1.0,,0
Resistor,,EL,10,0.0,1.0,passive,,0.0,,1200.0,,,5,1.0,,,,Seller for Resistor,414,1,1.0,,0
Resistor,,EL,10,0.0,1.0,passive,,0.0,,1800.0,,,120,1.0,,,,Seller for Resistor,415,1,1.0,,0
Resistor,,EL,10,0.0,1.0,passive,,0.0,,2200.0,,,575,1.0,,,,Seller for Resistor,416,1,1.0,,0
Resistor,,EL,10,0.0,1.0,passive,,0.0,,2700.0,,,40,1.0,,,,Seller for Resistor,417,1,1.0,,0
Resistor,,EL,10,0.0,1.0,passive,,0.0,,3300.0,,,40,1.0,,,,Seller for Resistor,418,1,1.0,,0
Resistor,,EL,10,0.0,5.0,passive,,0.0,,3900.0,,,160,1.0,,,,Seller for Resistor,419,1,1.0,,0
Resistor,,EL,10,0.0,1.0,passive,,0.0,,4700.0,,,100,1.0,,,,Seller for Resistor,420,1,1.0,,0
Resistor,,EL,10,0.0,1.0,passive,,0.0,,5600.0,,,100,1.0,,,,Seller for Resistor,421,1,1.0,,0
Resistor,,EL,10,0.0,1.0,passive,,0.0,,6800.0,,,45,1.0,,,,Seller for Resistor,422,1,1.0,,0
Resistor,,EL,10,0.0,1.0,passive,,0.0,,8200.0,,,5,1.0,,,,Seller for Resistor,423,1,1.0,,0
Resistor,,EL,10,0.0,1.0,passive,,0.0,,12000.0,,,5,1.0,,,,Seller for Resistor,424,1,1.0,,0
Resistor,,EL,10,0.0,1.0,passive,,0.0,,15000.0,,,105,1.0,,,,Seller for Resistor,425,1,1.0,,0
Resistor,,EL,10,0.0,1.0,passive,,0.0,,22000.0,,,125,1.0,,,,Seller for Resistor,426,1,1.0,,0
Resistor,,EL,10,0.0,1.0,passive,,0.0,,27000.0,,,110,1.0,,,,Seller for Resistor,427,1,1.0,,0
Resistor,,EL,10,0.0,1.0,passive,,0.0,,39000.0,,,60,1.0,,,,Seller for Resistor,428,1,1.0,,0
Resistor,,EL,10,0.0,1.0,passive,,0.0,,47000.0,,,30,1.0,,,,Seller for Resistor,429,1,1.0,,0
Resistor,,EL,10,0.0,1.0,passive,,0.0,,82000.0,,,225,1.0,,,,Seller for Resistor,430,1,1.0,,0
Resistor,,EL,10,0.0,1.0,passive,,0.0,,120000.0,,,425,1.0,,,,Seller for Resistor,431,1,1.0,,0
Resistor,,EL,10,0.0,1.0,passive,,0.0,,180000.0,,,20,1.0,,,,Seller for Resistor,432,1,1.0,,0
Resistor,,EL,10,0.0,1.0,passive,,0.0,,220000.0,,,35,1.0,,,,Seller for Resistor,433,1,1.0,,0
Resistor,,EL,10,0.0,1.0,passive,,0.0,,270000.0,,,170,1.0,,,,Seller for Resistor,434,1,1.0,,0
Resistor,,EL,10,0.0,1.0,passive,,0.0,,330000.0,,,5,1.0,,,,Seller for Resistor,435,1,1.0,,0
Resistor,,EL,10,0.0,1.0,passive,,0.0,,390000.0,,,325,1.0,,,,Seller for Resistor,436,1,1.0,,0
Resistor,,EL,10,0.0,1.0,passive,,0.0,,470000.0,,,340,1.0,,,,Seller for Resistor,437,1,1.0,,0
Resistor,,EL,10,0.0,1.0,passive,,0.0,,560000.0,,,60,1.0,,,,Seller for Resistor,438,1,1.0,,0
Resistor,,EL,10,0.0,1.0,passive,,0.0,,680000.0,,,320,1.0,,,,Seller for Resistor,439,1,1.0,,0
Resistor,,EL,10,0.0,1.0,passive,,0.0,,820000.0,,,45,1.0,,,,Seller for Resistor,440,1,1.0,,0
Resistor,,EL,10,0.0,1.0,passive,,0.0,,56000.0,,,295,1.0,,,,Seller for Resistor,441,1,1.0,,0
resistor,,EL,3,3.0,3.0,passive,,3.0,3,3.0,,,15,3.0,3,3,,3,442,1,3.0,3,0
resistor,,EL,1,1.0,1.0,passive,,1.0,1,1.0,,,20,1.0,1,1,,1,443,1,1.0,11,0
resistor,,EL,2,2.0,2.0,passive,,2.0,2,2.0,,,10,2.0,3,1,,3,444,1,2.0,3,0
resistor,,EL,12,64.0,1.0,passive,,63.0,3,888.0,,,5,62.0,3,1,,3,445,1,3.0,3,0
Resistor,,EL,4,0.0,5.0,passive,,0.0,,4.0,,,2,2.0,Through hole,0-count,,Seller for Resistor,446,1,1.0,,0
Resistor,,EL,4,0.0,1.0,passive,,0.0,,4.0,,,32,10.0,Screw Mountaid,DALE LVR-10 .02Ω  1% 10W 8952,,Seller for Resistor,447,1,1.0,,0
Resistor,,EL,4,0.0,1.0,passive,,0.0,,4.0,,,20,10.0,Screw Mountaid,DALE LVR-10 .05Ω  1% 10W 8949,,Seller for Resistor,448,1,1.0,,0
Resistor,,EL,4,0.0,1.0,passive,,0.0,,4.0,,,20,10.0,Screw Mountaid,DALE LVR-10 .01Ω  1% 10W 9001,,Seller for Resistor,449,1,1.0,,0
Resistor,,EL,4,0.0,1.0,passive,,0.0,,4.0,,,9,20.0,Screw Mountaid,CLAROSTAT VPR-20H 2K 411-8435,,Seller for Resistor,450,1,1.0,,0
Resistor,,EL,4,0.0,5.0,passive,,0.0,,4.0,,,2,2.0,Through hole,0-count,,Seller for Resistor,451,1,1.0,,0
Resistor,,EL,4,0.0,1.0,passive,,0.0,,4.0,,,32,10.0,Screw Mountaid,DALE LVR-10 .02Ω  1% 10W 8952,,Seller for Resistor,452,1,1.0,,0
Resistor,,EL,4,0.0,1.0,passive,,0.0,,4.0,,,20,10.0,Screw Mountaid,DALE LVR-10 .05Ω  1% 10W 8949,,Seller for Resistor,453,1,1.0,,0
Resistor,,EL,4,0.0,1.0,passive,,0.0,,4.0,,,20,10.0,Screw Mountaid,DALE LVR-10 .01Ω  1% 10W 9001,,Seller for Resistor,454,1,1.0,,0
Resistor,,EL,4,0.0,1.0,passive,,0.0,,4.0,,,9,20.0,Screw Mountaid,CLAROSTAT VPR-20H 2K 411-8435,,Seller for Resistor,455,1,1.0,,0
Resistor,,EL,4,0.0,5.0,passive,,0.0,,4.0,,,2,2.0,Through hole,0-count,,Seller for Resistor,456,1,1.0,,0
Resistor,,EL,4,0.0,1.0,passive,,0.0,,4.0,,,32,10.0,Screw Mountaid,DALE LVR-10 .02Ω  1% 10W 8952,,Seller for Resistor,457,1,1.0,,0
Resistor,,EL,4,0.0,1.0,passive,,0.0,,4.0,,,20,10.0,Screw Mountaid,DALE LVR-10 .05Ω  1% 10W 8949,,Seller for Resistor,458,1,1.0,,0
Resistor,,EL,4,0.0,1.0,passive,,0.0,,4.0,,,20,10.0,Screw Mountaid,DALE LVR-10 .01Ω  1% 10W 9001,,Seller for Resistor,459,1,1.0,,0
Resistor,,EL,4,0.0,1.0,passive,,0.0,,4.0,,,9,20.0,Screw Mountaid,CLAROSTAT VPR-20H 2K 411-8435,,Seller for Resistor,460,1,1.0,,0
Resistor,,EL,4,0.0,5.0,passive,,0.0,,4.0,,,2,2.0,Through hole,0-count,,Seller for Resistor,461,1,1.0,,0
Resistor,,EL,4,0.0,1.0,passive,,0.0,,4.0,,,32,10.0,Screw Mountaid,DALE LVR-10 .02Ω  1% 10W 8952,,Seller for Resistor,462,1,1.0,,0
Resistor,,EL,4,0.0,1.0,passive,,0.0,,4.0,,,20,10.0,Screw Mountaid,DALE LVR-10 .05Ω  1% 10W 8949,,Seller for Resistor,463,1,1.0,,0
Resistor,,EL,4,0.0,1.0,passive,,0.0,,4.0,,,20,10.0,Screw Mountaid,DALE LVR-10 .01Ω  1% 10W 9001,,Seller for Resistor,464,1,1.0,,0
Resistor,,EL,4,0.0,1.0,passive,,0.0,,4.0,,,9,20.0,Screw Mountaid,CLAROSTAT VPR-20H 2K 411-8435,,Seller for Resistor,465,1,1.0,,0
,0,MM74HC153N,13,,,active,High-Speed CMOS Logic Dual 4- to 1-Line Selector/Multiplexer,,10,,Selector/Multiplexer,0,7,,,,,,1,,,,0
,0,EL,13,,,active,High-Speed CMOS Logic Dual 4- to 1-Line Selector/Multiplexer,,10,,Selector/Multiplexer,https://www.ti.com/lit/ds/symlink/cd74hc153.pdf,7,,,,MM74HC153N,,2,,,,0
,0,EL,13,,,active,SNx4HC165 8-Bit Parallel-Load Shift Registers,,,,Shift Registers,https://www.ti.com/lit/ds/symlink/sn74hc165.pdf,34,,,,74HCT165N,,3,,,,0
,0,EL,13,,,active,hex  type  D  flipâflop  is  constructed  with  MOSPâchannel  and  Nâchannel  enhancement,,,,HexType D Flip-Flop,https://www.alldatasheet.com/datasheet-pdf/view/11971/ONSEMI/MC14174BCP.html,1,,,,MC14174BCP,,4,,,,0
,0,EL,13,,,active,TOSHIBA CMOS Digital Integrated Circuit Silicon Monolithic,,,,8-Channel Multiplexer,https://www.alldatasheet.com/datasheet-pdf/view/15573/PHILIPS/74HC251.html,65,,,,74HC251AP,,5,,,,0
,0,EL,13,,,active,OCTAL BUFFERS/DRIVERS WITH 3-STATE OUTPUTS,,,,BUFFERS/DRIVERS,https://www.alldatasheet.com/datasheet-pdf/view/50366/FAIRCHILD/74F541.html,68,,,,74F541N,,6,,,,0
,0,EL,13,,,active,OCTAL D-TYPE TRANSPARENT LATCHES WITH 3 STATE OUTPUTS,,,,TRANSPARENT LATCHES ,https://www.alldatasheet.com/datasheet-pdf/view/28021/TI/SN74LS373N.html,12,,,,SN74AS573N,,7,,,,0
,0,EL,13,,,active,HIGH SPEED CMOS SCHMITT INVERTER,,,,HEX SCHMITT INVERTER,https://www.alldatasheet.com/datasheet-pdf/view/83116/TOSHIBA/74HC14AP.html,64,,,,74HC14AP,,8,,,,0
,0,EL,13,,,active,"14-Stage Binary Counter , 12-Stage Binary Counter",,,,Binary Counter,https://www.alldatasheet.com/datasheet-pdf/view/15607/PHILIPS/74HC4020N.html,9,,,,MM74HC4020N,,9,,,,0
,0,EL,13,,,active,16 bit counter system timing controller,,,,System timing controller,https://www.alldatasheet.com/datasheet-pdf/view/133430/AMD/AM9513APC.html,4,,,,AM9513APC,,10,,,,0
,0,EL,13,,,active,High Density UV Erasable Programmable Logic Device,,,,Programmable Logic Device,https://www.alldatasheet.com/datasheet-pdf/view/56266/ATMEL/ATV750.html,55,,,,ATV750,,11,,,,0
,0,EL,13,,,active,CHMOSSINGLE-CHIP8-BIT MICROCONTROLLER,,,,MICROCONTROLLER,https://www.alldatasheet.com/datasheet-pdf/view/66130/INTEL/D87C51.html,12,,,,D87C51,,12,,,,0
,0,EL,13,,,active,High Performance E2CMOS PLDGeneric Array Logic,,,,Array Logic,https://www.alldatasheet.com/datasheet-pdf/view/70193/LATTICE/GAL22V10.html,2,,,,GAL22V10B,,13,,,,0
,0,EL,13,,,active,SYNCHRONOUS 4-BIT COUNTERS,,,,4-BIT COUNTERS,https://www.alldatasheet.com/datasheet-pdf/view/27421/TI/SN74LS160AN.html,6,,,,SN74LS160AN,,14,,,,0
,0,EL,13,,,active,OCTAL BUFFERS AND LINE DRIVERSWITH 3-STATE OUTPUTS,,,,OCTAL BUFFERS AND LINE DRIVERS,https://www.alldatasheet.com/datasheet-pdf/view/27911/TI/SN74HC244N.html,1,,,,74HC165N,,15,,,,0
,0,EL,13,,,active,OCTAL D-TYPE FLIP-FLOPS WITH CLEAR,,,,FLIP-FLOPS,https://www.alldatasheet.com/datasheet-pdf/view/1731954/TI1/SN74ALS273N.html,25,,,,SN74HC244N,,16,,,,0
,0,EL,13,,,active,Octal buffer/line driver; 3-state,,,,Octal buffer/line driver,https://www.alldatasheet.com/datasheet-pdf/view/15642/PHILIPS/74HC541N.html,19,,,,SN74ALS273N,,17,,,,0
,0,EL,13,,,active,OCTAL D-TYPE FLIP FLOPWITH 3 STATE OUTPUT NON INVERTING,,,,FLIP FLOP,https://www.alldatasheet.com/datasheet-pdf/view/21769/STMICROELECTRONICS/74ACT574.html,83,,,,74HC541N,,18,,,,0
,0,EL,13,,,active,8-BIT SHIFT REGISTERSWITH 3-STATE OUTPUT REGISTERS,,,,SHIFT REGISTERS,https://www.alldatasheet.com/datasheet-pdf/view/27939/TI/SN74HC595N.html,4,,,,74ACT574,,19,,,,0
,0,EL,13,,,active,"High-Voltage, Fault-ProtectedAnalog Multiplexers",,,,Analog Multiplexers,https://www.alldatasheet.com/datasheet-pdf/view/73241/MAXIM/MAX379CPE.html,9,,,,SN74HC595N,,20,,,,0
,0,EL,13,,,active,LC2MOS16-Bit Voltage Output DAC,,,,Voltage Output DAC,https://www.alldatasheet.com/datasheet-pdf/view/283608/AD/AD7846JP.html,54,,,,MAX379CPE,,21,,,,0
,0,EL,13,,,active,"Dual, PrecisionJFET High Speed Operational Amplifier",,,, Operational Amplifier,https://www.alldatasheet.com/datasheet-pdf/view/49050/AD/OP249GP.html,1,,,,AD7846JP,,22,,,,0
,0,EL,13,,,active,High Accuracy 8-PinInstrumentation Amplifier,,,,Instrumentation Amplifier,https://www.alldatasheet.com/datasheet-pdf/view/48924/AD/AMP02.html,1,,,,OP249GP,,23,,,,0
,0,EL,13,,,active,8-Bit Serial-in/Parallel-out Shift Register,,,,Shift Register,https://www.alldatasheet.com/datasheet-pdf/view/53751/FAIRCHILD/MM74HC164N.html,24,,,,AMP02,,24,,,,0
,0,EL,13,,,active,Octal Bidirectional Transceiver with 3-STATE Inputs/Outputs,,,,Bidirectional Transceiver ,https://www.alldatasheet.com/datasheet-pdf/view/50146/FAIRCHILD/74ACT245PC.html,8,,,,AT22V10,,25,,,,0
,0,EL,13,,,active,OCTAL D-TYPE LATCHWITH 3 STATE OUTPUT NON INVERTING,,,,OCTAL D-TYPE LATCH,https://www.alldatasheet.com/datasheet-pdf/view/21765/STMICROELECTRONICS/74ACT373.html,8,,,,74HC164,,26,,,,0
,0,EL,13,,,active,Octal buffer/line driver; 3-state,,,,buffer/line driver,https://www.alldatasheet.com/datasheet-pdf/view/650281/NXP/74HCT541N.html,32,,,,MC14060B,,27,,,,0
,0,EL,13,,,active,3-STATE Octal D-Type Edge-Triggered Flip-Flop,,,,Flip-Flop,https://www.alldatasheet.com/datasheet-pdf/view/53784/FAIRCHILD/MM74HC574N.html,20,,,,74ACT245PC,,28,,,,0
,0,EL,13,,,active,8-bit shift register with input flip-flops,,,,shift register,https://www.alldatasheet.com/datasheet-pdf/view/15650/PHILIPS/74HC597N.html,20,,,,74ACT373PC,,29,,,,0
,0,EL,13,,,active,BTW 69 (N),,,,BTW 69,https://www.alldatasheet.com/datasheet-pdf/view/22043/STMICROELECTRONICS/BTW69-800.html,9,,,,74HCT541N,,30,,,,0
,0,EL,13,,,active,PRECISION SAMPLE AND HOLD AMPLIFIER,,,,AMPLIFIER,https://www.alldatasheet.com/datasheet-pdf/view/70231/LINER/LF398N8.html,1,,,,MM74HC574N,,31,,,,0
,0,EL,13,,,active,OCTAL BUS BUFFER WITH 3 STATE OUTPUTS (NON INVERTED),,,,BUFFER,https://www.alldatasheet.com/datasheet-pdf/view/21758/STMICROELECTRONICS/74ACT244.html,1,,,,74HC597N,,32,,,,0
,0,EL,13,,,active,OCTAL BUS TRANSCEIVERS AND REGISTERS WITH 3 STATE OUTPUTS,,,,TRANSCEIVER,https://rocelec.widen.net/view/pdf/zucxpawolj/TXIIS140294-1.pdf?t.download=true&u=5oefqw,20,,,,BTW69-800,,33,,,,0
,0,EL,13,,,active,Octal D-type flip-flop; positiveedge-trigger; 3-state,,,,D-type flip-flop,https://www.alldatasheet.com/datasheet-pdf/view/15646/PHILIPS/74HCT574N.html,25,,,,LF398N8,,34,,,,0
,0,EL,13,,,active,Octal Buffer/Line Driver with 3-STATE Outputs,,,,Octal Buffer/,https://www.alldatasheet.com/datasheet-pdf/view/50136/FAIRCHILD/74AC244.html,12,,,,74ACT244,,35,,,,0
,0,EL,13,,,active,OCTAL 3-STATE TRANSCEIVER,,,,TRANCEIVER,https://www.mouser.com/datasheet/2/308/1/MM74HCT245_D-2315793.pdf,6,,,,SN74ALS646NT,,36,,,,0
,0,EL,13,,,active,"Octal Buffer/Line Drivers, 3-State",,,,Buffer/Line Drivers,https://www.ti.com/lit/ds/symlink/cd74act541.pdf,45,,,,74HCT574N,,37,,,,0
,0,EL,13,,,active,"8-Channel Analog Multiplexer, Dual 4-Channel Analog Multiplexer, Triple 2-Channel Analog Multiplexer",,,,Multiplexer,https://www.alldatasheet.com/datasheet-pdf/view/53771/FAIRCHILD/MM74HC4051N.html,1,,,,74HCT164N,,38,,,,0
,0,EL,13,,,active,"16-Bit, 100 kHz / 20 kHz A/D Converters",,,,Converter,https://www.alldatasheet.com/datasheet-pdf/view/58139/CIRRUS/CS5101A-JL8.html,4,,,,74AC244,,39,,,,0
